trade_id,scenario_id,flow_class,reference_status,policy,notional_quote_micro,upfront_fee_quote_micro,retained_fee_quote_micro,rebate_quote_micro,lp_protection_quote_micro,adverse_selection_proxy_quote_micro,lp_net_after_proxy_quote_micro,settlement_status,rejected_reference_attempts,expired_settlements,reactive_callbacks,modeled_callback_gas_budget
0x8f438b13295407f84d2981632425a709ef9ae477dbd38144f36296fb960e85ca,benign_random_flow,benign,valid,fixed,4033000000,12099000,12099000,0,0,1000184,11098816,not_required,0,0,0,0
0x8f438b13295407f84d2981632425a709ef9ae477dbd38144f36296fb960e85ca,benign_random_flow,benign,valid,volatility,4033000000,14002576,14002576,0,0,1000184,13002392,not_required,0,0,0,0
0x8f438b13295407f84d2981632425a709ef9ae477dbd38144f36296fb960e85ca,benign_random_flow,benign,valid,markout,4033000000,32264000,17731084,14532916,5632084,1000184,16730900,settled,0,0,2,800000
0x17377b8eca54463f645bcc703bc4b522cae514ba9f2d7d06f232faf15ac2d80c,benign_random_flow,benign,valid,fixed,2688000000,8064000,8064000,0,0,0,8064000,not_required,0,0,0,0
0x17377b8eca54463f645bcc703bc4b522cae514ba9f2d7d06f232faf15ac2d80c,benign_random_flow,benign,valid,volatility,2688000000,10953600,10953600,0,0,0,10953600,not_required,0,0,0,0
0x17377b8eca54463f645bcc703bc4b522cae514ba9f2d7d06f232faf15ac2d80c,benign_random_flow,benign,valid,markout,2688000000,21504000,10128384,11375616,2064384,0,10128384,settled,0,0,2,800000
0xca97a77c884e8129003a6ea1c64776fe62989901c94c7c8575c5ea491cac22c7,informed_flow,informed,valid,fixed,4894000000,14682000,14682000,0,0,8603652,6078348,not_required,0,0,0,0
0xca97a77c884e8129003a6ea1c64776fe62989901c94c7c8575c5ea491cac22c7,informed_flow,informed,valid,volatility,4894000000,22727736,22727736,0,0,8603652,14124084,not_required,0,0,0,0
0xca97a77c884e8129003a6ea1c64776fe62989901c94c7c8575c5ea491cac22c7,informed_flow,informed,valid,markout,4894000000,39152000,33340375,5811625,18658375,8603652,24736723,settled,0,0,2,800000
0x7f6237e50f9d8c77cb815dfae43d31c4058d2b74e114c5f1000d266981eb12de,informed_flow,informed,valid,fixed,2349000000,7047000,7047000,0,0,9360765,-2313765,not_required,0,0,0,0
0x7f6237e50f9d8c77cb815dfae43d31c4058d2b74e114c5f1000d266981eb12de,informed_flow,informed,valid,volatility,2349000000,10347345,10347345,0,0,9360765,986580,not_required,0,0,0,0
0x7f6237e50f9d8c77cb815dfae43d31c4058d2b74e114c5f1000d266981eb12de,informed_flow,informed,valid,markout,2349000000,18792000,18792000,0,11745000,9360765,9431235,settled,0,0,2,800000
0x020f24b43118faea9b08c9345316b52c44713685a411f2768ad0ccf146f9ccdb,informed_flow,informed,valid,fixed,1391000000,4173000,4173000,0,0,4662632,-489632,not_required,0,0,0,0
0x020f24b43118faea9b08c9345316b52c44713685a411f2768ad0ccf146f9ccdb,informed_flow,informed,valid,volatility,1391000000,5885321,5885321,0,0,4662632,1222689,not_required,0,0,0,0
0x020f24b43118faea9b08c9345316b52c44713685a411f2768ad0ccf146f9ccdb,informed_flow,informed,valid,markout,1391000000,11128000,11128000,0,6955000,4662632,6465368,settled,0,0,2,800000
0x883cc9bdbfc8148f15003f4630c9ada4c803dbec7b2c167f0dfb9ebcb95fa569,informed_flow,informed,valid,fixed,1072000000,3216000,3216000,0,0,4695360,-1479360,not_required,0,0,0,0
0x883cc9bdbfc8148f15003f4630c9ada4c803dbec7b2c167f0dfb9ebcb95fa569,informed_flow,informed,valid,volatility,1072000000,4087536,4087536,0,0,4695360,-607824,not_required,0,0,0,0
0x883cc9bdbfc8148f15003f4630c9ada4c803dbec7b2c167f0dfb9ebcb95fa569,informed_flow,informed,valid,markout,1072000000,8576000,8576000,0,5360000,4695360,3880640,settled,0,0,2,800000
0x7cde8201dd90dd0494ead38cc10dc04f82fd8eb99061368dc4ef2681f4c2ea7c,informed_flow,informed,valid,fixed,187000000,561000,561000,0,0,775863,-214863,not_required,0,0,0,0
0x7cde8201dd90dd0494ead38cc10dc04f82fd8eb99061368dc4ef2681f4c2ea7c,informed_flow,informed,valid,volatility,187000000,745943,745943,0,0,775863,-29920,not_required,0,0,0,0
0x7cde8201dd90dd0494ead38cc10dc04f82fd8eb99061368dc4ef2681f4c2ea7c,informed_flow,informed,valid,markout,187000000,1496000,1496000,0,935000,775863,720137,settled,0,0,2,800000
0x83b5e1afd79c0cb763ee7e87fac3b1c9292059aa7078c1f58a7d35844bbb0e38,informed_flow,informed,valid,fixed,2042000000,6126000,6126000,0,0,7878036,-1752036,not_required,0,0,0,0
0x83b5e1afd79c0cb763ee7e87fac3b1c9292059aa7078c1f58a7d35844bbb0e38,informed_flow,informed,valid,volatility,2042000000,9409536,9409536,0,0,7878036,1531500,not_required,0,0,0,0
0x83b5e1afd79c0cb763ee7e87fac3b1c9292059aa7078c1f58a7d35844bbb0e38,informed_flow,informed,valid,markout,2042000000,16336000,16336000,0,10210000,7878036,8457964,settled,0,0,2,800000
0x56acda9e599c07426b3aed9f48e4fd1489828755e2535dccc13d9d1aa9722baf,informed_flow,informed,valid,fixed,284000000,852000,852000,0,0,987468,-135468,not_required,0,0,0,0
0x56acda9e599c07426b3aed9f48e4fd1489828755e2535dccc13d9d1aa9722baf,informed_flow,informed,valid,volatility,284000000,1278284,1278284,0,0,987468,290816,not_required,0,0,0,0
0x56acda9e599c07426b3aed9f48e4fd1489828755e2535dccc13d9d1aa9722baf,informed_flow,informed,valid,markout,284000000,2272000,2272000,0,1420000,987468,1284532,settled,0,0,2,800000
0xfbb4e9807f3cae98810e6ca118b93a6042fcdc097fb8a9b3c4fa4b4a0790d574,informed_flow,informed,valid,fixed,2344000000,7032000,7032000,0,0,5613880,1418120,not_required,0,0,0,0
0xfbb4e9807f3cae98810e6ca118b93a6042fcdc097fb8a9b3c4fa4b4a0790d574,informed_flow,informed,valid,volatility,2344000000,11082432,11082432,0,0,5613880,5468552,not_required,0,0,0,0
0xfbb4e9807f3cae98810e6ca118b93a6042fcdc097fb8a9b3c4fa4b4a0790d574,informed_flow,informed,valid,markout,2344000000,18752000,18358208,393792,11326208,5613880,12744328,settled,0,0,2,800000
0x1d57b7c69990bafd788450d7c554eb142baba405e4d44e9652fb15d1300956bc,informed_flow,informed,valid,fixed,360000000,1080000,1080000,0,0,1464120,-384120,not_required,0,0,0,0
0x1d57b7c69990bafd788450d7c554eb142baba405e4d44e9652fb15d1300956bc,informed_flow,informed,valid,volatility,360000000,1485000,1485000,0,0,1464120,20880,not_required,0,0,0,0
0x1d57b7c69990bafd788450d7c554eb142baba405e4d44e9652fb15d1300956bc,informed_flow,informed,valid,markout,360000000,2880000,2880000,0,1800000,1464120,1415880,settled,0,0,2,800000
0x3b4994a673027c25340a707121b6ce0b0dbe1f6545a1c6d48f181dba058008ef,informed_flow,informed,valid,fixed,4387000000,13161000,13161000,0,0,12015993,1145007,not_required,0,0,0,0
0x3b4994a673027c25340a707121b6ce0b0dbe1f6545a1c6d48f181dba058008ef,informed_flow,informed,valid,volatility,4387000000,20009107,20009107,0,0,12015993,7993114,not_required,0,0,0,0
0x3b4994a673027c25340a707121b6ce0b0dbe1f6545a1c6d48f181dba058008ef,informed_flow,informed,valid,markout,4387000000,35096000,35096000,0,21935000,12015993,23080007,settled,0,0,2,800000
0x10d31d16f12fe5730aa80007945b6e23e0dce6b17518c4af6266a717ffceddd9,informed_flow,informed,valid,fixed,4490000000,13470000,13470000,0,0,16922810,-3452810,not_required,0,0,0,0
0x10d31d16f12fe5730aa80007945b6e23e0dce6b17518c4af6266a717ffceddd9,informed_flow,informed,valid,volatility,4490000000,22661030,22661030,0,0,16922810,5738220,not_required,0,0,0,0
0x10d31d16f12fe5730aa80007945b6e23e0dce6b17518c4af6266a717ffceddd9,informed_flow,informed,valid,markout,4490000000,35920000,35920000,0,22450000,16922810,18997190,settled,0,0,2,800000
0x9e765ce6a340366599b2bb3f04b63210fb25c5de199fafedfcb0790d33eeb3f4,informed_flow,informed,valid,fixed,2151000000,6453000,6453000,0,0,6962787,-509787,not_required,0,0,0,0
0x9e765ce6a340366599b2bb3f04b63210fb25c5de199fafedfcb0790d33eeb3f4,informed_flow,informed,valid,volatility,2151000000,10447407,10447407,0,0,6962787,3484620,not_required,0,0,0,0
0x9e765ce6a340366599b2bb3f04b63210fb25c5de199fafedfcb0790d33eeb3f4,informed_flow,informed,valid,markout,2151000000,17208000,17208000,0,10755000,6962787,10245213,settled,0,0,2,800000
0x1dc34219af9065232ce21fd3f2ccf38c444759c99de237910d7d3486ebbda383,informed_flow,informed,valid,fixed,1013000000,3039000,3039000,0,0,4146209,-1107209,not_required,0,0,0,0
0x1dc34219af9065232ce21fd3f2ccf38c444759c99de237910d7d3486ebbda383,informed_flow,informed,valid,volatility,1013000000,4095559,4095559,0,0,4146209,-50650,not_required,0,0,0,0
0x1dc34219af9065232ce21fd3f2ccf38c444759c99de237910d7d3486ebbda383,informed_flow,informed,valid,markout,1013000000,8104000,8104000,0,5065000,4146209,3957791,settled,0,0,2,800000
0x4b4d388a37b3e9c236791040e56be515a1b15319e182880d35b9936642c44904,informed_flow,informed,valid,fixed,2350000000,7050000,7050000,0,0,5588300,1461700,not_required,0,0,0,0
0x4b4d388a37b3e9c236791040e56be515a1b15319e182880d35b9936642c44904,informed_flow,informed,valid,volatility,2350000000,11472700,11472700,0,0,5588300,5884400,not_required,0,0,0,0
0x4b4d388a37b3e9c236791040e56be515a1b15319e182880d35b9936642c44904,informed_flow,informed,valid,markout,2350000000,18800000,18340575,459425,11290575,5588300,12752275,settled,0,0,2,800000
0xd1d990b072aa69ca2abe4306450be309b9bb0220f52f75caf975759d772a1888,informed_flow,informed,valid,fixed,2853000000,8559000,8559000,0,0,11354940,-2795940,not_required,0,0,0,0
0xd1d990b072aa69ca2abe4306450be309b9bb0220f52f75caf975759d772a1888,informed_flow,informed,valid,volatility,2853000000,11115288,11115288,0,0,11354940,-239652,not_required,0,0,0,0
0xd1d990b072aa69ca2abe4306450be309b9bb0220f52f75caf975759d772a1888,informed_flow,informed,valid,markout,2853000000,22824000,22824000,0,14265000,11354940,11469060,settled,0,0,2,800000
0x0af7e8512534a716f254a53c3af2b3a25a5a828cafae999beba0a93cc5d8bdab,informed_flow,informed,valid,fixed,3423000000,10269000,10269000,0,0,15314502,-5045502,not_required,0,0,0,0
0x0af7e8512534a716f254a53c3af2b3a25a5a828cafae999beba0a93cc5d8bdab,informed_flow,informed,valid,volatility,3423000000,15119391,15119391,0,0,15314502,-195111,not_required,0,0,0,0
0x0af7e8512534a716f254a53c3af2b3a25a5a828cafae999beba0a93cc5d8bdab,informed_flow,informed,valid,markout,3423000000,27384000,27384000,0,17115000,15314502,12069498,settled,0,0,2,800000
0x3e536c63166b5a19827d8bb83cdc40e2c0c9ee4d9f31172e567e8ce034e4b8db,informed_flow,informed,valid,fixed,2488000000,7464000,7464000,0,0,9377272,-1913272,not_required,0,0,0,0
0x3e536c63166b5a19827d8bb83cdc40e2c0c9ee4d9f31172e567e8ce034e4b8db,informed_flow,informed,valid,volatility,2488000000,12430048,12430048,0,0,9377272,3052776,not_required,0,0,0,0
0x3e536c63166b5a19827d8bb83cdc40e2c0c9ee4d9f31172e567e8ce034e4b8db,informed_flow,informed,valid,markout,2488000000,19904000,19904000,0,12440000,9377272,10526728,settled,0,0,2,800000
0x88dec048804f1d32c208aa0aff55a5e319eaa23a51fc827208ce10f0845a1aba,informed_flow,informed,valid,fixed,2493000000,7479000,7479000,0,0,5477121,2001879,not_required,0,0,0,0
0x88dec048804f1d32c208aa0aff55a5e319eaa23a51fc827208ce10f0845a1aba,informed_flow,informed,valid,volatility,2493000000,10994130,10994130,0,0,5477121,5517009,not_required,0,0,0,0
0x88dec048804f1d32c208aa0aff55a5e319eaa23a51fc827208ce10f0845a1aba,informed_flow,informed,valid,markout,2493000000,19944000,18734895,1209105,11255895,5477121,13257774,settled,0,0,2,800000
0x00f21c3932d7163e4a2e58473f36310e60bf0dcd6993901638d47391a0255cb2,informed_flow,informed,valid,fixed,1357000000,4071000,4071000,0,0,2348967,1722033,not_required,0,0,0,0
0x00f21c3932d7163e4a2e58473f36310e60bf0dcd6993901638d47391a0255cb2,informed_flow,informed,valid,volatility,1357000000,6098358,6098358,0,0,2348967,3749391,not_required,0,0,0,0
0x00f21c3932d7163e4a2e58473f36310e60bf0dcd6993901638d47391a0255cb2,informed_flow,informed,valid,markout,1357000000,10856000,9186211,1669789,5115211,2348967,6837244,settled,0,0,2,800000
0xbfbc73bab4dad4ec713bf22d3eb6b111458555cd5ef8109c7e4513ada879119d,informed_flow,informed,valid,fixed,506000000,1518000,1518000,0,0,820732,697268,not_required,0,0,0,0
0xbfbc73bab4dad4ec713bf22d3eb6b111458555cd5ef8109c7e4513ada879119d,informed_flow,informed,valid,volatility,506000000,2288132,2288132,0,0,820732,1467400,not_required,0,0,0,0
0xbfbc73bab4dad4ec713bf22d3eb6b111458555cd5ef8109c7e4513ada879119d,informed_flow,informed,valid,markout,506000000,4048000,3337070,710930,1819070,820732,2516338,settled,0,0,2,800000
0x56191a1f769292610619e9a0397a0891a00eff3c7f38284bc300e1c707569f98,informed_flow,informed,valid,fixed,2492000000,7476000,7476000,0,0,5955880,1520120,not_required,0,0,0,0
0x56191a1f769292610619e9a0397a0891a00eff3c7f38284bc300e1c707569f98,informed_flow,informed,valid,volatility,2492000000,11448248,11448248,0,0,5955880,5492368,not_required,0,0,0,0
0x56191a1f769292610619e9a0397a0891a00eff3c7f38284bc300e1c707569f98,informed_flow,informed,valid,markout,2492000000,19936000,19497408,438592,12021408,5955880,13541528,settled,0,0,2,800000
0xb8d4b335e74385eaedf5c0b3228e49599c0e92eb6b413f2fd1a459eab34ccb1d,informed_flow,informed,valid,fixed,1813000000,5439000,5439000,0,0,6459719,-1020719,not_required,0,0,0,0
0xb8d4b335e74385eaedf5c0b3228e49599c0e92eb6b413f2fd1a459eab34ccb1d,informed_flow,informed,valid,volatility,1813000000,9124829,9124829,0,0,6459719,2665110,not_required,0,0,0,0
0xb8d4b335e74385eaedf5c0b3228e49599c0e92eb6b413f2fd1a459eab34ccb1d,informed_flow,informed,valid,markout,1813000000,14504000,14504000,0,9065000,6459719,8044281,settled,0,0,2,800000
0x091c7d59baf3ed541c0027915fea81d4f15dfede89eb8c3bc0b2615cec9ea4b0,informed_flow,informed,valid,fixed,4597000000,13791000,13791000,0,0,10301877,3489123,not_required,0,0,0,0
0x091c7d59baf3ed541c0027915fea81d4f15dfede89eb8c3bc0b2615cec9ea4b0,informed_flow,informed,valid,volatility,4597000000,18240896,18240896,0,0,10301877,7939019,not_required,0,0,0,0
0x091c7d59baf3ed541c0027915fea81d4f15dfede89eb8c3bc0b2615cec9ea4b0,informed_flow,informed,valid,markout,4597000000,36776000,34870543,1905457,21079543,10301877,24568666,settled,0,0,2,800000
0xfffed4f809c7fc104dca541be1a38b39d003fbd6b21e4bbff31f8f520c0e0f7c,informed_flow,informed,valid,fixed,4875000000,14625000,14625000,0,0,10515375,4109625,not_required,0,0,0,0
0xfffed4f809c7fc104dca541be1a38b39d003fbd6b21e4bbff31f8f520c0e0f7c,informed_flow,informed,valid,volatility,4875000000,19426875,19426875,0,0,10515375,8911500,not_required,0,0,0,0
0xfffed4f809c7fc104dca541be1a38b39d003fbd6b21e4bbff31f8f520c0e0f7c,informed_flow,informed,valid,markout,4875000000,39000000,36323625,2676375,21698625,10515375,25808250,settled,0,0,2,800000
0xf85371b6c3e5b8939b9c457a5750fb8ea555caa17d57b21a010c593f0f31c240,informed_flow,informed,valid,fixed,3883000000,11649000,11649000,0,0,7886373,3762627,not_required,0,0,0,0
0xf85371b6c3e5b8939b9c457a5750fb8ea555caa17d57b21a010c593f0f31c240,informed_flow,informed,valid,volatility,3883000000,15640724,15640724,0,0,7886373,7754351,not_required,0,0,0,0
0xf85371b6c3e5b8939b9c457a5750fb8ea555caa17d57b21a010c593f0f31c240,informed_flow,informed,valid,markout,3883000000,31064000,28149808,2914192,16500808,7886373,20263435,settled,0,0,2,800000
0x5c3500cd723a077ff95ff82eb55d3883224424834074878d9513b635a6134cdf,informed_flow,informed,valid,fixed,1931000000,5793000,5793000,0,0,4881568,911432,not_required,0,0,0,0
0x5c3500cd723a077ff95ff82eb55d3883224424834074878d9513b635a6134cdf,informed_flow,informed,valid,volatility,1931000000,10130026,10130026,0,0,4881568,5248458,not_required,0,0,0,0
0x5c3500cd723a077ff95ff82eb55d3883224424834074878d9513b635a6134cdf,informed_flow,informed,valid,markout,1931000000,15448000,15448000,0,9655000,4881568,10566432,settled,0,0,2,800000
0x83b06f22a57a6177280c1ef6dfe039899feb81a2002c084b52513bc1e1ac2061,informed_flow,informed,valid,fixed,4827000000,14481000,14481000,0,0,11164851,3316149,not_required,0,0,0,0
0x83b06f22a57a6177280c1ef6dfe039899feb81a2002c084b52513bc1e1ac2061,informed_flow,informed,valid,volatility,4827000000,18419832,18419832,0,0,11164851,7254981,not_required,0,0,0,0
0x83b06f22a57a6177280c1ef6dfe039899feb81a2002c084b52513bc1e1ac2061,informed_flow,informed,valid,markout,4827000000,38616000,37170313,1445687,22689313,11164851,26005462,settled,0,0,2,800000
0x53b6c8a1d8996e52b3856e788206720a386ebb503e878a55dd202885aad3588a,informed_flow,informed,valid,fixed,4748000000,14244000,14244000,0,0,10184460,4059540,not_required,0,0,0,0
0x53b6c8a1d8996e52b3856e788206720a386ebb503e878a55dd202885aad3588a,informed_flow,informed,valid,volatility,4748000000,18303540,18303540,0,0,10184460,8119080,not_required,0,0,0,0
0x53b6c8a1d8996e52b3856e788206720a386ebb503e878a55dd202885aad3588a,informed_flow,informed,valid,markout,4748000000,37984000,35287136,2696864,21043136,10184460,25102676,settled,0,0,2,800000
0x7559edf50ba3ddef8f48c0d64034f7b828c7dd2006578b621462685359c78ee2,informed_flow,informed,valid,fixed,1278000000,3834000,3834000,0,0,2810322,1023678,not_required,0,0,0,0
0x7559edf50ba3ddef8f48c0d64034f7b828c7dd2006578b621462685359c78ee2,informed_flow,informed,valid,volatility,1278000000,5745888,5745888,0,0,2810322,2935566,not_required,0,0,0,0
0x7559edf50ba3ddef8f48c0d64034f7b828c7dd2006578b621462685359c78ee2,informed_flow,informed,valid,markout,1278000000,10224000,9608004,615996,5774004,2810322,6797682,settled,0,0,2,800000
0x04555d81de20ffd43dd28a5d43a241b5e4f3c664d7c9d812bac22ebe957d5148,informed_flow,informed,valid,fixed,1964000000,5892000,5892000,0,0,6379072,-487072,not_required,0,0,0,0
0x04555d81de20ffd43dd28a5d43a241b5e4f3c664d7c9d812bac22ebe957d5148,informed_flow,informed,valid,volatility,1964000000,8022940,8022940,0,0,6379072,1643868,not_required,0,0,0,0
0x04555d81de20ffd43dd28a5d43a241b5e4f3c664d7c9d812bac22ebe957d5148,informed_flow,informed,valid,markout,1964000000,15712000,15712000,0,9820000,6379072,9332928,settled,0,0,2,800000
0xb6855812717543b22d1163bd8bbb14c4ee9aa138f67b9570579a2094d34bbc2e,informed_flow,informed,valid,fixed,2614000000,7842000,7842000,0,0,10798434,-2956434,not_required,0,0,0,0
0xb6855812717543b22d1163bd8bbb14c4ee9aa138f67b9570579a2094d34bbc2e,informed_flow,informed,valid,volatility,2614000000,11062448,11062448,0,0,10798434,264014,not_required,0,0,0,0
0xb6855812717543b22d1163bd8bbb14c4ee9aa138f67b9570579a2094d34bbc2e,informed_flow,informed,valid,markout,2614000000,20912000,20912000,0,13070000,10798434,10113566,settled,0,0,2,800000
0xae09c1b77fc055eceac1cf8531df2fb3f61944d742bdc85df2d3d5a956ca97fc,informed_flow,informed,valid,fixed,4575000000,13725000,13725000,0,0,20285550,-6560550,not_required,0,0,0,0
0xae09c1b77fc055eceac1cf8531df2fb3f61944d742bdc85df2d3d5a956ca97fc,informed_flow,informed,valid,volatility,4575000000,23144925,23144925,0,0,20285550,2859375,not_required,0,0,0,0
0xae09c1b77fc055eceac1cf8531df2fb3f61944d742bdc85df2d3d5a956ca97fc,informed_flow,informed,valid,markout,4575000000,36600000,36600000,0,22875000,20285550,16314450,settled,0,0,2,800000
0x2ae483b48c86a40b2896b084b64a3fc3dcb7f77fffcf377e1ea12b9a2993f3d7,informed_flow,informed,valid,fixed,4788000000,14364000,14364000,0,0,10777788,3586212,not_required,0,0,0,0
0x2ae483b48c86a40b2896b084b64a3fc3dcb7f77fffcf377e1ea12b9a2993f3d7,informed_flow,informed,valid,volatility,4788000000,22441356,22441356,0,0,10777788,11663568,not_required,0,0,0,0
0x2ae483b48c86a40b2896b084b64a3fc3dcb7f77fffcf377e1ea12b9a2993f3d7,informed_flow,informed,valid,markout,4788000000,38304000,36395982,1908018,22031982,10777788,25618194,settled,0,0,2,800000
0x199343e61aef4f36fe76f25e98b341939e8cf6dd8b4f024281291d5d2def3947,informed_flow,informed,valid,fixed,2052000000,6156000,6156000,0,0,3318084,2837916,not_required,0,0,0,0
0x199343e61aef4f36fe76f25e98b341939e8cf6dd8b4f024281291d5d2def3947,informed_flow,informed,valid,volatility,2052000000,8489124,8489124,0,0,3318084,5171040,not_required,0,0,0,0
0x199343e61aef4f36fe76f25e98b341939e8cf6dd8b4f024281291d5d2def3947,informed_flow,informed,valid,markout,2052000000,16416000,13516524,2899476,7360524,3318084,10198440,settled,0,0,2,800000
0x12d539cb7309cc765966de36dae5b0bcbda2d8a88967fac4e5bcef77f910dbeb,informed_flow,informed,valid,fixed,4397000000,13191000,13191000,0,0,9765737,3425263,not_required,0,0,0,0
0x12d539cb7309cc765966de36dae5b0bcbda2d8a88967fac4e5bcef77f910dbeb,informed_flow,informed,valid,volatility,4397000000,22292790,22292790,0,0,9765737,12527053,not_required,0,0,0,0
0x12d539cb7309cc765966de36dae5b0bcbda2d8a88967fac4e5bcef77f910dbeb,informed_flow,informed,valid,markout,4397000000,35176000,33212739,1963261,20021739,9765737,23447002,settled,0,0,2,800000
0xee19f53c6c1a43558fda8710511b686796239a98b08777c201bc55562fb60fb0,informed_flow,informed,valid,fixed,3974000000,11922000,11922000,0,0,12299530,-377530,not_required,0,0,0,0
0xee19f53c6c1a43558fda8710511b686796239a98b08777c201bc55562fb60fb0,informed_flow,informed,valid,volatility,3974000000,19770650,19770650,0,0,12299530,7471120,not_required,0,0,0,0
0xee19f53c6c1a43558fda8710511b686796239a98b08777c201bc55562fb60fb0,informed_flow,informed,valid,markout,3974000000,31792000,31792000,0,19870000,12299530,19492470,settled,0,0,2,800000
0xb0e431767ff99547e1741d15341af0c7175d65aea064666bbaf5b032493c3de9,informed_flow,informed,valid,fixed,4394000000,13182000,13182000,0,0,16152344,-2970344,not_required,0,0,0,0
0xb0e431767ff99547e1741d15341af0c7175d65aea064666bbaf5b032493c3de9,informed_flow,informed,valid,volatility,4394000000,18793138,18793138,0,0,16152344,2640794,not_required,0,0,0,0
0xb0e431767ff99547e1741d15341af0c7175d65aea064666bbaf5b032493c3de9,informed_flow,informed,valid,markout,4394000000,35152000,35152000,0,21970000,16152344,18999656,settled,0,0,2,800000
0x3ffd15b4527b7e45256c76f12a39cb0dc6b04dfb3f7eff4ab09a623c8a3aab01,informed_flow,informed,valid,fixed,1899000000,5697000,5697000,0,0,4301235,1395765,not_required,0,0,0,0
0x3ffd15b4527b7e45256c76f12a39cb0dc6b04dfb3f7eff4ab09a623c8a3aab01,informed_flow,informed,valid,volatility,1899000000,8030871,8030871,0,0,4301235,3729636,not_required,0,0,0,0
0x3ffd15b4527b7e45256c76f12a39cb0dc6b04dfb3f7eff4ab09a623c8a3aab01,informed_flow,informed,valid,markout,1899000000,15192000,14477976,714024,8780976,4301235,10176741,settled,0,0,2,800000
0x7a24bf7432bbf92d47fd8c5e9fa5f487271fb8aae3b45d5d68769d93234b2be6,informed_flow,informed,valid,fixed,1037000000,3111000,3111000,0,0,3464617,-353617,not_required,0,0,0,0
0x7a24bf7432bbf92d47fd8c5e9fa5f487271fb8aae3b45d5d68769d93234b2be6,informed_flow,informed,valid,volatility,1037000000,4557615,4557615,0,0,3464617,1092998,not_required,0,0,0,0
0x7a24bf7432bbf92d47fd8c5e9fa5f487271fb8aae3b45d5d68769d93234b2be6,informed_flow,informed,valid,markout,1037000000,8296000,8296000,0,5185000,3464617,4831383,settled,0,0,2,800000
0x103e0b50f0b3132cc1113570a636dea9509070a0a1077ff0253dc889b3862a86,informed_flow,informed,valid,fixed,2587000000,7761000,7761000,0,0,9895275,-2134275,not_required,0,0,0,0
0x103e0b50f0b3132cc1113570a636dea9509070a0a1077ff0253dc889b3862a86,informed_flow,informed,valid,volatility,2587000000,13079872,13079872,0,0,9895275,3184597,not_required,0,0,0,0
0x103e0b50f0b3132cc1113570a636dea9509070a0a1077ff0253dc889b3862a86,informed_flow,informed,valid,markout,2587000000,20696000,20696000,0,12935000,9895275,10800725,settled,0,0,2,800000
0x514b382717479c6beaffd45edc18fef8a01b85cba4912721b1fb370fa605bd76,informed_flow,informed,valid,fixed,1628000000,4884000,4884000,0,0,5829868,-945868,not_required,0,0,0,0
0x514b382717479c6beaffd45edc18fef8a01b85cba4912721b1fb370fa605bd76,informed_flow,informed,valid,volatility,1628000000,6728524,6728524,0,0,5829868,898656,not_required,0,0,0,0
0x514b382717479c6beaffd45edc18fef8a01b85cba4912721b1fb370fa605bd76,informed_flow,informed,valid,markout,1628000000,13024000,13024000,0,8140000,5829868,7194132,settled,0,0,2,800000
0x089a6af1f20cf701d6e987fff02915371b3603d4c1af0cb12681935dc731e12e,informed_flow,informed,valid,fixed,4054000000,12162000,12162000,0,0,8144486,4017514,not_required,0,0,0,0
0x089a6af1f20cf701d6e987fff02915371b3603d4c1af0cb12681935dc731e12e,informed_flow,informed,valid,volatility,4054000000,19544334,19544334,0,0,8144486,11399848,not_required,0,0,0,0
0x089a6af1f20cf701d6e987fff02915371b3603d4c1af0cb12681935dc731e12e,informed_flow,informed,valid,markout,4054000000,32432000,29245556,3186444,17083556,8144486,21101070,settled,0,0,2,800000
0x6d65aba37bcb63b9e63f1a67f6ff98c93de1ec6fdea506597018231ea92da65d,informed_flow,informed,valid,fixed,1152000000,3456000,3456000,0,0,2601216,854784,not_required,0,0,0,0
0x6d65aba37bcb63b9e63f1a67f6ff98c93de1ec6fdea506597018231ea92da65d,informed_flow,informed,valid,volatility,1152000000,4799232,4799232,0,0,2601216,2198016,not_required,0,0,0,0
0x6d65aba37bcb63b9e63f1a67f6ff98c93de1ec6fdea506597018231ea92da65d,informed_flow,informed,valid,markout,1152000000,9216000,8769600,446400,5313600,2601216,6168384,settled,0,0,2,800000
0x826925a20dc0a251c65b9f6d363ef8699840e6333cc02fefdb731c95fd5c66f2,informed_flow,informed,valid,fixed,1077000000,3231000,3231000,0,0,1793205,1437795,not_required,0,0,0,0
0x826925a20dc0a251c65b9f6d363ef8699840e6333cc02fefdb731c95fd5c66f2,informed_flow,informed,valid,volatility,1077000000,5096364,5096364,0,0,1793205,3303159,not_required,0,0,0,0
0x826925a20dc0a251c65b9f6d363ef8699840e6333cc02fefdb731c95fd5c66f2,informed_flow,informed,valid,markout,1077000000,8616000,7177128,1438872,3946128,1793205,5383923,settled,0,0,2,800000
0x84a8de7f4742adb7909ca22b60340ba7ed1e87d2f1331ec6286b70ad3702bf8e,informed_flow,informed,valid,fixed,2657000000,7971000,7971000,0,0,4503615,3467385,not_required,0,0,0,0
0x84a8de7f4742adb7909ca22b60340ba7ed1e87d2f1331ec6286b70ad3702bf8e,informed_flow,informed,valid,volatility,2657000000,11741283,11741283,0,0,4503615,7237668,not_required,0,0,0,0
