block_number,block_hash,transaction_hash,transaction_index,log_index,timestamp,amount0_raw,amount1_raw,sqrt_price_x96,liquidity,tick
20000419,0x68a514ab036caedede7e22a4ee380699455d399ebdb3d3bc42b3183ea22c1828,0xf1d6a8910a5736521db65c76c7a699e44443f042efbd61f435160d8685cfa64b,91,229,1717286447,37724116919,-9888256683776018740,1283009838168571693327547599405075,15557625275202697461,193857
20000419,0x68a514ab036caedede7e22a4ee380699455d399ebdb3d3bc42b3183ea22c1828,0x08efbcdcbea30f22ee48d62fa5921ee5f25d3aaa1e820ca85b35b0f570de0e04,125,360,1717286447,4126308272,-1081542052072836655,1283004330349225753898862131943905,15557625275202697461,193857
20000425,0xf4bc7fd712c65bc233258853c00531db4bba353a57af64506b74cf061d20d020,0x03eb08b85ce7564110e4a1399af17f118bef3061938986e39362e2849ee80c7d,63,282,1717286519,-303388176,79600000000000000,1283004735514432124718048300635664,15557625275202697461,193857
20000426,0x49c35bf91986519881ab681c372b75bb37096e53455cd732cefd534e087d25a5,0x671d35cd35c73c1182e81e64d29bc54669c4718c798c5c0ab989ecea9a256b66,58,142,1717286531,-609000000,159783570155422506,1283005548815225801703282714820562,15557625275202697461,193857
20000429,0x606634c6b94d996a9669ba56f5d63a7ab86b9dfa6a8f79742ffd5370990309d8,0xcf48e05621dcb7be825792e168492faddf23b219fc30ed4f7ebf485637c84c84,90,319,1717286567,50000000,-13105412102939539,1283005482075109521677213593919181,15557625275202697461,193857
20000429,0x606634c6b94d996a9669ba56f5d63a7ab86b9dfa6a8f79742ffd5370990309d8,0x17ba8721908ba5b1939d72e04aaba302bc6a732db93c0f82c11001b5213e3d26,127,386,1717286567,-449348701,117895913531790190,1283006082167096159667492761558523,15557625275202697461,193857
20000430,0xbfbb6eda2512a4548560a77ff10ed280d3075bf48a4e68aada78e30a4986a811,0x8dad5f33ad32f7f146af8c53c92c954c1495a2099afb26ed9d42e7cfaf46e065,1,19,1717286579,16552903,-4338655829594308,1283006060072224797233316866529859,15557625275202697461,193857
20000430,0xbfbb6eda2512a4548560a77ff10ed280d3075bf48a4e68aada78e30a4986a811,0x550ec4d8427e66651aba9bdcc58add5cdb8c4a308a36a054302f556cd132418d,88,209,1717286579,-19990000,5244791796677387,1283006086768294529303328177052057,15557625275202697461,193857
20000431,0x7c7c657d2b8cd50445969ec1fab61d356c24cbb5db58cfcc82aa99f8cd4f4cc2,0xc21c07eded00979ebd6085621b770f75068329fec88ee27239fa1278355f8c2a,3,34,1717286591,4000000000,-1048429538944395610,1283000747576456001133986279451186,15557625275202697461,193857
20000433,0x3062dd20be59d5ae151d438b078b67bf03db41f305fd16d2a336baeb2af60080,0xba7b7a8813692660f1234b62dfac98ac3b45d7fa9ff4d1511327125c2ade5677,0,52,1717286615,-312126048,81892100072888637,1283001164408486480677971852059630,15557625275202697461,193857
20000433,0x3062dd20be59d5ae151d438b078b67bf03db41f305fd16d2a336baeb2af60080,0xba7b7a8813692660f1234b62dfac98ac3b45d7fa9ff4d1511327125c2ade5677,0,58,1717286615,-158850711,41677472315603552,1283001376547452206376670787356048,15557625275202697461,193857
20000433,0x3062dd20be59d5ae151d438b078b67bf03db41f305fd16d2a336baeb2af60080,0xba7b7a8813692660f1234b62dfac98ac3b45d7fa9ff4d1511327125c2ade5677,0,206,1717286615,-489351771,128390728988377032,1283002030058208571649248863054106,15557625275202697461,193857
20000433,0x3062dd20be59d5ae151d438b078b67bf03db41f305fd16d2a336baeb2af60080,0x5f7b91818648e79cf74003720516ec246abec01a731f0a3ca43112d8389c49ac,38,382,1717286615,418036365,-109570133564335390,1283001472065571830261337480223644,15557625275202697461,193857
20000434,0x4670a5995b40dd5948a6dd1d1709ca316a326d09b62923426b0b360528d1e2a3,0x4136f94a505a01d5f32a0d777c73da0de891c1718ad2d2fa2fc0a452fcfa2fa5,107,238,1717286627,-38114272,10000000000000000,1283001522965723384384350817998990,15557625275202697461,193857
20000436,0x94861572f420ee6ee2b74430f82fcd165245c4e6a86ef7ed009192614346620d,0x0b8c1f0f307b5d933b73d212af1dfa3b763e5eb5464398ed548487aac58e6bca,152,369,1717286651,-647942176,170000000000000000,1283002388268299804475577560179882,15557625275202697461,193857
20000436,0x94861572f420ee6ee2b74430f82fcd165245c4e6a86ef7ed009192614346620d,0xba1fc57578bcb065df18dd19eb8283c54f868928b9cbb582280da2ab090e0964,197,504,1717286651,-2770287417,726840377899509975,1283006087896838878585674571529278,15557625275202697461,193857
20000438,0x9b3a25a9f0dbdad4bc8c3c2e291d39628a81c3fc63029e7f225f2ddd70ac7aa6,0x5bd9804ed540367e7476e4a5c08880855793bd00fd3d0ae6b6bf64a0987c0df0,42,179,1717286675,-233142447,61169781015180426,1283006399251951299105706262478065,15557625275202697461,193857
20000438,0x9b3a25a9f0dbdad4bc8c3c2e291d39628a81c3fc63029e7f225f2ddd70ac7aa6,0x5bd9804ed540367e7476e4a5c08880855793bd00fd3d0ae6b6bf64a0987c0df0,42,286,1717286675,-164771329,43231210854807750,1283006619299469736901943633614205,15557625275202697461,193857
20000438,0x9b3a25a9f0dbdad4bc8c3c2e291d39628a81c3fc63029e7f225f2ddd70ac7aa6,0x5bd9804ed540367e7476e4a5c08880855793bd00fd3d0ae6b6bf64a0987c0df0,42,332,1717286675,-148901891,39067543909005981,1283006818153860318477928321972492,15557625275202697461,193857
20000438,0x9b3a25a9f0dbdad4bc8c3c2e291d39628a81c3fc63029e7f225f2ddd70ac7aa6,0x5bd9804ed540367e7476e4a5c08880855793bd00fd3d0ae6b6bf64a0987c0df0,42,385,1717286675,-135096951,35445537926626942,1283006998572185556750581002923980,15557625275202697461,193857
20000438,0x9b3a25a9f0dbdad4bc8c3c2e291d39628a81c3fc63029e7f225f2ddd70ac7aa6,0x5bd9804ed540367e7476e4a5c08880855793bd00fd3d0ae6b6bf64a0987c0df0,42,399,1717286675,-130329171,34194619700887134,1283007172623318067826145113051976,15557625275202697461,193857
20000440,0xa94239d354cf41184596c47404e0df5ed51b7781f025faf60b9df0b1cd134d2f,0x7932e9d15b617860d0470ff178b3d54f47ab303df2fdf87e0845ca5c57476d81,24,160,1717286699,-4248480952,1114684080450684214,1283012846382181058633753055059634,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,122,1717286711,-119165017,31265751868388964,1283013005525331914094053808756446,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,136,1717286711,-112857645,29610871422480542,1283013156245116219485018350696981,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,157,1717286711,-110738019,29054744191277249,1283013304134204489713742437777444,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,179,1717286711,-110087061,28883956542493988,1283013451153981039278436630852835,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,209,1717286711,-107291928,28150593426403144,1283013594440928213520341767218976,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,223,1717286711,-106191616,27861906545777806,1283013736258454790210576306299659,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,236,1717286711,-103155106,27065211545095834,1283013874020791739188359689995471,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,272,1717286711,-101998924,26761865028219989,1283014010239090319926558991429139,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,281,1717286711,-100660143,26410609428016339,1283014144669492572204731352723079,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xf7d4d40261dd202095550f0ab046d5f8ca06f6ff3d62c588db02b4be058d9f0a,8,307,1717286711,-101794650,26708280111430701,1283014280615043114383944380224961,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0x2b87d5a7185621c5f2fe485893fa162c29ea7cfba2dfe219181c92128d3bbab0,28,422,1717286711,-8001317532,2099356226335409303,1283024966370051770794780195715458,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xa815030a0f8b094a7b5ca013bf8d17f0136f359db1f01574de516b2ab09d3860,73,526,1717286711,-3153162056,827324653657269101,1283029177465077332527736079763717,15557625275202697461,193857
20000441,0xb0da231023e6e76b9f0d39158a2b9d32d4f47870dda3ea9a797eb78825da031d,0xd83939929c37e38632fcb3ba9ae09b9c6a335360143d759473343a590d7166c3,186,701,1717286711,1028557886,-269603154965400023,1283027804494447296652436770114217,15557625275202697461,193857
20000443,0x8f487d6547bae967f59529f25981f40e1b6b7699334b7d620064ff61f32828f7,0xd20f491b55d60a911191551f96d657ee2fcf8a0e2f9f81b93adabb59422e5800,0,7,1717286735,-1747306497,458458524116248938,1283030138055283176315571213428961,15557625275202697461,193857
20000443,0x8f487d6547bae967f59529f25981f40e1b6b7699334b7d620064ff61f32828f7,0x15ed4a3b6f38afe24a72cf487dc57ff84f2960a06fd1666a14b9e6ecf03b4532,4,41,1717286735,3177148423,-832785998713370213,1283025897041421579293392560480445,15557625275202697461,193857
20000443,0x8f487d6547bae967f59529f25981f40e1b6b7699334b7d620064ff61f32828f7,0xfd5956c336e8e985ebaef946f7f0a5980e07c030a5faec2c416a816e613f6994,27,166,1717286735,-1589302094,416999998266277888,1283028019577732561551223107105659,15557625275202697461,193857
20000447,0xeb194fa26583d388ade2521fb03f9be69a382c68f0d62d88d46d17d3f44a0419,0xce41c52641c1b0d2a6eb2a94196f296e43a43074782ca74187de6437392f3962,1,6,1717286783,-26686457078,7001988391614643620,1283028463823924299499939131055749,1248130669860203718452,193857
20000448,0xbd8542741dfd910207724705f1b2add653c732e1c6176d0fac1476ae9447681c,0xc6b5162a0f085d0838a94e937bc8a46bd0518540c445a2367dc22fab60220de4,61,171,1717286795,-253750000,66578925543211954,1283028802711664345515967297442103,15557625275202697461,193857
20000449,0xaf402bdd6470cfc38074640dbc2ac73e7fad5943736e86e30637ce51a93ad124,0x10028cb4ae3a9ec4ac85dd0a1d556438eaa795b2e4292e126eda9bdd0d9885ee,215,443,1717286807,-50000000,13119004254958641,1283028869487594827173909527557876,15557625275202697461,193857
