trade_id,trade_index,flow_class,direction,notional_quote_micro,execution_price_x18,reference_price_x18,markout_centibps,trailing_volatility_centibps
0x9c640532e05ec14fe3dd47f764c53dcb62dd2801162714ff442ea55f21e8e965,72,benign,sell_base,546477579,3822023104172699698408,3821308750266135628905,187,290
0x6bed242153b008532d36817165824c899c311b44d4e639b9f5e4686dd0f000fc,73,benign,sell_base,293117730,3822020493808693376546,3821117017495233644388,236,19
0x1b299e084ff99587dcda4f372212dc77d1cc4ca1f1bef64a586eb915ac549961,74,benign,buy_base,5424375214,3822063590394095437305,3821117017495233644388,-248,8
0xac370823bff5394d0bfd95b726b29fe46743645f316c867744e361a1c9803de4,75,benign,sell_base,46985580645,3821690111939404062890,3820602474599634637704,285,89
0x547892f1a6a45fbf439d7407cbd19ee301edea34d1d2e7fd250b0a98216f7e5d,76,benign,sell_base,802152976,3821683735953278693951,3820602474599634637704,283,90
0xe79f5a364f726163319dc0155b426536682a4229a0dc8d6b9c2d77510f7cfe17,77,benign,buy_base,129819532,3821684767319369886699,3820646863501985112538,-272,91
0x2c3270b571280868051e7529ed9ca3409175f39a63a5e0c2c15c78c9c96aeb2e,78,benign,buy_base,4984600000,3821724368148404223676,3820466897840918609687,-329,100
0xdfb8d2a3398d43a7bc3a74e5ab6714bdd452d63085e0e22942fbc51ec8901198,79,benign,sell_base,113591690,3821723465250116605431,3820468296819071724650,328,98
0x7d958b7fb8194bc9149e68b4229c9c17c4b0ea7ef3660c8ad8bd512e172f399a,80,benign,sell_base,399798627,3821720287399719538917,3820468296819071724650,328,99
0xb0adae748a0b42836872fb53eb897589122f7f108ff30fcf3b234c3e9fa61c0e,81,benign,sell_base,214036710,3821718586102161222681,3819936344337094570249,466,99
0xcf141c027b675ce6dd59ca58e193810fc0b6267bc8957ace6b704396aa9297ff,82,benign,sell_base,557007810,3821714158657703931184,3819936313997073157893,465,94
0x3ebfac5713f3d936cc08aab84115df09c68a5417628e272dd4bbb28a8a712f9d,83,benign,sell_base,1695727436,3821700679977317976205,3819936313997073157893,462,97
0x426d4994b616ea85ffa53551045ced708479c6ae1bd34b2e6a4de968de63e75a,84,benign,sell_base,295737500,3821698329276946978247,3819936313997073157893,461,97
0x045f48633956d49e7c406e75b5f26d6842b9e0d42b6f5528031c1f7816490ce5,85,benign,sell_base,50000028595,3821300909227121472204,3819936313997073157893,357,201
0x3d1fa6d3224fd63a0241ad1dfafa42718104cbc4c9159a4522b2c05192b9a9f1,86,benign,buy_base,1000000000,3821308853446956169891,3819936313997073157893,-359,199
0x32cd2c922eb68a48d74c7ec2ded6e103af35f42b2ddc9ce52d760a9fd0c51273,87,benign,sell_base,285841289,3821306581524113474897,3819936313997073157893,359,200
0x8da31d268a6892ecd4fd0a7a0d99f95b5acff69e4b8eb4d8a58681d0d1b8d415,88,benign,buy_base,3658752656,3821335647521265188828,3819936042176783258188,-366,192
0xb0a7d74e808b25991e3107de0940fb257746b6ab01abea8be603b8e6a697aac3,89,benign,sell_base,3631560950,3821306783108862944014,3819936042176783258188,359,199
0x92af3910abed826fc6577abcf628850f171c875b97ea7867db84544e37ecb856,90,benign,buy_base,247621110,3821308750266135628905,3819936042176783258188,-359,187
0x0b2d33bad8370a7a88f04bfa62b2ffdeb18af04a64ade17c193b5ac234652917,91,benign,sell_base,5017274835,3821268872076584024820,3819951636620845590392,345,197
0x5bd2b04e97540d176123e240b179974a48b23b2949bb1b13a7ecdd9acd3133f4,92,benign,sell_base,17644000000,3821128636090253336278,3819951636620845590392,308,234
0xef8ef35eaf8fdf4eae5fe55bb5e57497366507411062cc9d4c4220f598c0f81a,93,benign,sell_base,1149644107,3821119498712116662305,3819951636620845590392,306,236
0x79454d54fbb61ffa209cd7456852259f3189bc9a14d3e2fa3fe2799f031d499f,94,benign,sell_base,312181294,3821117017495233644388,3819980831688142904683,297,248
0xa1e6fc093c91b3b1801dddb3012b4f4c10e21387cb08c99f2d04a62e784f9eb1,95,benign,sell_base,4662129269,3821079724629056183177,3819980831688142904683,288,257
0xf75200bdc8e65f6061f806107fbb276708a617ec54b13e55d13db40cbcaa068a,96,benign,sell_base,56554525483,3820630244754809525524,3819980831688142904683,170,375
0xa06c059c4aae1586e36ad1b501d2d7b7f4e2174fb2b64f876285a1a96bc9ae3e,97,benign,sell_base,2023917302,3820614159704585200977,3819980831688142904683,166,379
0x2460866a5f88d581b2797710d697ebf5bf4da1c618686f0626ad3a54c57f41db,98,benign,sell_base,1470292522,3820602474599634637704,3820017110401741317874,153,283
0xacf89fa924934fe2781e66d2d2c0183e9bbd61d6fc9ed74d0e303a026d75cf08,99,benign,buy_base,2500000000,3820622333349626132883,3820017110401741317874,-158,278
0x87d763b17bb9992efbd2d1df752d452a8d22aecdd58137f266762a8d5c970d11,100,benign,buy_base,3088069632,3820646863501985112538,3820007396867907652174,-167,272
0x321885b78d0c145629a1c04e0a7372b8d05623317ba01635215c0499d341535e,101,benign,sell_base,22016400307,3820471889953111310817,3820005592288440168228,122,317
0xd49e063525e91f46faceff35da8f3006e5afe902732805c8b2102c379c245b58,102,benign,sell_base,628150000,3820466897840918609687,3820005592288440168228,121,329
0x04b95e13403b6d261cb1bfcd9034d42840b848f1a2fdfb29a76efa30ee9e7819,103,benign,buy_base,197828616,3820468469262760958862,3819995799804260204761,-124,329
0x5ded621cb593902350d1efc11ef4e09342d666b25da207356acaab5a2d1327c0,104,benign,sell_base,65955153707,3819944147831907587444,3819995799804260204761,-14,465
0x950d427d1f42746ee0a5247f901defd8144a0493ccc9864752ae9c7cac03ee8b,105,benign,sell_base,981988488,3819936344337094570249,3819972595794711067208,-9,466
0x906f3a9ad71975c3781814d72a17528ed4120de24b908dfdd8e9774b2d9a7b7a,106,benign,buy_base,111195345,3819936925350981953935,3818042399497430634901,-496,359
0x986118b5d8fb1066b0026a587d4ef3e3d12c6af409b1c25bb852c064448381a7,107,benign,buy_base,953334850,3819944497372604506638,3818042399497430634901,-498,357
0xee24583e9eab3c90bf94c06c3456b5bb75cc3ef9e8226a46cabc1fb03fe35c13,108,benign,sell_base,2120216763,3819927648917995503372,3818042399497430634901,494,361
0x8de8d2d9c4416b46408b3ad8f08ab480c4828caca731a051aa7372fbf52da0fe,109,inventory_improving,buy_base,3020109031,3819951636620845590392,3817518261510842759864,-637,306
0x13ef7acf602932e1d51a3d4ddc7c4a38896ecbd9b72511a425b80ebb91c98084,110,inventory_improving,buy_base,3675651346,3819980831688142904683,3816268167294813227146,-972,166
0x9bd08ee0bbdd580dbf4d7fbfa6e2ac66b8dada380e30161f2313e7613d109acb,111,informed,sell_base,251992609,3819978829149297481100,3816268167294813227146,971,166
0x694163c3a8bd032968fad0037d6e8652da807a030bfa0f040ac1dadc9f5dd839,112,informed,sell_base,500000000,3819974855742961436699,3816268167294813227146,970,167
0x06e863db5d142eddc6620b833378535f148d766175cc4e7aa13c1dee8ac3a923,113,inventory_improving,buy_base,1200000000,3819984387153547348477,3816268167294813227146,-973,165
0x37691180b6ee92627e197235b9b8caecd21d8fa421719cf92963755822bf25cc,114,inventory_improving,buy_base,4119829787,3820017110401741317874,3816268167294813227146,-981,158
0xd0e99e76765c9067fcd04522da09a13215d02eb27fa213899445ac0d449e4b36,115,informed,sell_base,1222312543,3820007396867907652174,3816355510294904864375,956,167
0xb433feab7fe14e39de3aa7755f18a59c7d401f8ae25d06bcc7cee9cb6c69f2dd,116,informed,sell_base,227081288,3820005592288440168228,3816218287219059448191,991,121
0x24e8dbeab73a120587e5e82f42a35c4b3e21b4fef5513ad6fa4f0fc13e3a384e,117,inventory_improving,buy_base,190203000,3820007103046127515864,3816218287219059448191,-992,120
0xf1e5206f4cc113f28395af930985f5afa775fbeae1a08cf8b92c7f7455bab358,118,informed,sell_base,1422357104,3819995799804260204761,3816145674158450409916,1008,14
0x4fc0a5cdaa10957361071e0f5e9342b98650ade501e09687fd9af8839687236e,119,informed,sell_base,5918411185,3819948767327318638196,3815876499823609877436,1066,1
0xf5ec11ea7e7d6502b0c20da080678acb96f64665c7a41fad7452694dc6557bf4,120,inventory_improving,buy_base,3000000000,3819972595794711067208,3815876499823609877436,-1072,9
0x76f70be83c62de5276f01ce1d1f1b970584bfab77d9a522c950976e386cdfcfc,121,informed,sell_base,122781357500,3818996967999999830027,3815866061393739657763,820,246
0xcf332c2408d220a0a7cc5ec0f32ce6f4a5c2fe38aaf11396c2c89dd4ddfd6101,122,informed,sell_base,756736995,3818990955316409249372,3815866061393739657763,818,247
0xee8bd6737f358180b588d168abb1f5cd700d50f8b4adb1c562b0e3ff2fd4f697,123,informed,sell_base,304724776,3818988534115036329964,3815866061393739657763,818,248
0x1d515c411581931d9b020b0e9aae841e85c8ddf3a31034e74c0a41422b1d6a73,124,informed,sell_base,216066699,3818986817349983689515,3815866061393739657763,817,249
0xaf6d0c99516cb263a52e3253451b63a2e3d6094893203e27b58ff605d979c2a1,125,inventory_improving,buy_base,931440753,3818994545534387005383,3816451561871982746296,-666,246
0xe8d33fabccb981a99d642fac584efd6aa85161184801f4f60474d848cdaf8448,126,inventory_improving,buy_base,4789120975,3819032578755182261300,3815487680094030652168,-928,237
0xcc33362ab5e66a97f830b8abd7bb06869d8c1cf26a0502dc16ff69cee9d9c709,127,informed,sell_base,124628221577,3818042399497430634901,3815460881807013297746,676,494
0xf35b5f98e1cbfa9b2e4950f8847ccaeb9c347ad7498a57ce3ced0b291a6e5368,128,informed,sell_base,1244805213,3818032510087279525577,3815460881807013297746,674,496
0xd36cd5134668eeb1073cc433b6e9260905ab568dcf9aa3fea0215063ff616d8f,129,informed,sell_base,64731998185,3817518261510842759864,3815364189910366065567,564,637
0x458c154b681399f7bd64efd6fe6963abb6999fc1c7f95396c67a3de1568423c0,130,benign,sell_base,139870717123,3816407208811956582832,3815364189910366065567,273,928
0x47f6ed5613e0a3afb2a971daf53699c639ccd936a4159ab754d98aa77671b44b,131,benign,sell_base,917037218,3816399924928184703362,3815364189910366065567,271,930
0x1f674c5c6518b3061f5456e6277a1be0e9285a8c195c2d2e8217bc2c669fd526,132,benign,sell_base,17609944859,3816260053227831456211,3815364189910366065567,235,966
0x9f5e4afc153ee31e348437f9491abe7211fc08b72dea739b6d087b86efed6ce9,133,benign,buy_base,1022086567,3816268167294813227146,3815377436119008405915,-233,981
0x0a969b3f15cc76891eb13a220a5a48b1b8627a84bb4d9f99915dfb670ef20b43,134,benign,buy_base,6002071959,3816315816284062768246,3815377436119008405915,-246,969
0x920733350de6d77fc8b29d8c6cb0b564996285a11a5e1264e10abbb6edccba4f,135,benign,buy_base,5000000000,3816355510294904864375,3814858632462111657075,-392,956
0x4f99197acb7179d2c23eb4aa1cfd4672a4cb984efa98fa82b6bd90b2b8262367,136,benign,sell_base,5833511919,3816309176050850936383,3814857736466773231555,380,968
0x85f3c5caea21f34fd746d150af5f2d96b4b2988c68c6c529079810bfbcdd0bc0,137,benign,sell_base,11443066798,3816218287219059448191,3814856222266778383549,357,992
0x8f160ac4904b9919a626e0bf8e390de4c8f0038f089470260cc8bb0865f6f090,138,benign,sell_base,9142212377,3816145674158450409916,3814856222266778383549,338,1008
0x193a4cd026e05f957cb7857b0e44dafae1366beb791cfd8f0a5fcbc2b4fb5983,139,benign,sell_base,33716707608,3815877845068859477996,3814856222266778383549,268,1078
0x42b3da3ed68c547c7b958b519c566264bdcca8d7eb58d4737f111c3121b4543e,140,benign,sell_base,169352314,3815876499823609877436,3814523691338384627990,355,1072
0x257fe61c7398dd129bee601d767a7a030f0333327892ccdb1d4c87a3db14940c,141,informed,sell_base,1314090492,3815866061393739657763,3813857620952594977300,526,817
0xb5560abe5d423ea5de8331c9fed26f8f1d0914f18be276a5a72b80c14793f2a8,142,inventory_improving,buy_base,247500000,3815868026416863225425,3813857620952594977300,-527,817
0xc054acdce817c5e67813145ca703d9920b6e0d4d3bace16f9b838e292115b2de,143,inventory_improving,buy_base,133104003057,3816924519344835892933,3813857438459976090450,-804,540
0xcc69fa76e5c20fd292d59a93af25ef67cdd774fa01e4d5107e1158bd83bc2fdd,144,informed,sell_base,64540395997,3816411867370031033283,3813857438459976090450,669,674
0x73f3152b1a2be4f5c1409ca8286abac997676ed16f6d3844520a4c0e462f4b14,145,inventory_improving,buy_base,5000000000,3816451561871982746296,3813857438459976090450,-680,666
0x2b0795a8d4edfdede9695f368c05a9daa31dceb4ddb3ffb0bd4421b6c8168bdb,146,benign,sell_base,119943492581,3815498830725913338153,3813857438459976090450,430,915
0xc3882b1ee88bc0e7649734ba1f6b168d39f9fdd3646b5c7e0057011b8238d5c2,147,benign,buy_base,352670660,3815501630615573957881,3813857438459976090450,-431,915
0x7db229b67b75ff7fec6521e42218ddde200f60a8cbb908df77e0c2ed4d6f6335,148,benign,sell_base,1937832450,3815486238275343710419,3813857438459976090450,427,919
0x1f37be61dca0e8ec168297ddbbe8be074b0907864f05138a77d41c8c6c0d247b,149,benign,buy_base,181610026,3815487680094030652168,3813857438459976090450,-427,928
0x9de2a221461f205baa392a63fa5628001d235773a510208aa2bf3a7b2a97a269,150,benign,sell_base,253007451,3815485670439861716773,3813857438459976090450,427,929
0x6a855c17ecfacc12d286e7b1d8b689dbb71de375603287776152cce87ac8aa2b,151,benign,sell_base,3120795567,3815460881807013297746,3813857135739009225618,420,674
0xe518ffdf333b8bba6d72f96f4f8d3f4453f13556ad9f5ce6e43f0955e32fa3da,152,benign,sell_base,8359771077,3815394480130506427791,3813857135739009225618,403,691
0x3a379f59f6e38a0f4b2292037b160be661e654293bea2c2842b6277197a67436,153,benign,sell_base,3813471645,3815364189910366065567,3813890109499403887437,386,235
0xd00c63af45ad7a6e8667c2b28d3cb9c7db65eb6c727d391a99078bafaac95694,154,benign,buy_base,1668504453,3815377436119008405915,3813879500542328380460,-393,246
0x8da66c0de40d6566a45ca379a57fd00447a60f7b765668cc81c6e1adb94aa0ff,155,benign,sell_base,65318468420,3814858632462111657075,3813904475589151143272,250,392
0xfaf625f2738eecb53486f8e3c980b37392541775e81f68fb73bb3f2b5219e4b0,156,benign,sell_base,112811533,3814857736466773231555,3813904475589151143272,250,380
